source_index,id_sorteo,fecha_sorteo,weekday_idx,number,freq,gap,freq_norm,gap_cap,draw_sum_mains,draw_even_mains,draw_sum_stars,draw_even_stars,is_current_star,label_next_appears
0,497602001,2004-02-13,4,1,0,-1,0.0,-1,154,3,16,0,0,0
0,497602001,2004-02-13,4,2,0,-1,0.0,-1,154,3,16,0,0,1
0,497602001,2004-02-13,4,3,0,-1,0.0,-1,154,3,16,0,0,0
0,497602001,2004-02-13,4,4,0,-1,0.0,-1,154,3,16,0,0,0
0,497602001,2004-02-13,4,5,0,-1,0.0,-1,154,3,16,0,0,1
0,497602001,2004-02-13,4,6,0,-1,0.0,-1,154,3,16,0,0,0
0,497602001,2004-02-13,4,7,1,-1,1.0,-1,154,3,16,0,1,0
0,497602001,2004-02-13,4,8,0,-1,0.0,-1,154,3,16,0,0,0
0,497602001,2004-02-13,4,9,1,-1,1.0,-1,154,3,16,0,1,0
0,497602001,2004-02-13,4,10,0,-1,0.0,-1,154,3,16,0,0,0
0,497602001,2004-02-13,4,11,0,-1,0.0,-1,154,3,16,0,0,0
0,497602001,2004-02-13,4,12,0,-1,0.0,-1,154,3,16,0,0,0
1,498302001,2004-02-20,4,1,0,-1,0.0,-1,156,1,7,1,0,0
1,498302001,2004-02-20,4,2,1,-1,0.5,-1,156,1,7,1,1,0
1,498302001,2004-02-20,4,3,0,-1,0.0,-1,156,1,7,1,0,0
1,498302001,2004-02-20,4,4,0,-1,0.0,-1,156,1,7,1,0,1
1,498302001,2004-02-20,4,5,1,-1,0.5,-1,156,1,7,1,1,1
1,498302001,2004-02-20,4,6,0,-1,0.0,-1,156,1,7,1,0,0
1,498302001,2004-02-20,4,7,1,1,0.5,1,156,1,7,1,0,0
1,498302001,2004-02-20,4,8,0,-1,0.0,-1,156,1,7,1,0,0
1,498302001,2004-02-20,4,9,1,1,0.5,1,156,1,7,1,0,0
1,498302001,2004-02-20,4,10,0,-1,0.0,-1,156,1,7,1,0,0
1,498302001,2004-02-20,4,11,0,-1,0.0,-1,156,1,7,1,0,0
1,498302001,2004-02-20,4,12,0,-1,0.0,-1,156,1,7,1,0,0
2,499002001,2004-02-27,4,1,0,-1,0.0,-1,119,2,9,1,0,1
2,499002001,2004-02-27,4,2,1,1,0.3333333333333333,1,119,2,9,1,0,0
2,499002001,2004-02-27,4,3,0,-1,0.0,-1,119,2,9,1,0,0
2,499002001,2004-02-27,4,4,1,-1,0.3333333333333333,-1,119,2,9,1,1,0
2,499002001,2004-02-27,4,5,2,1,0.6666666666666666,1,119,2,9,1,1,1
2,499002001,2004-02-27,4,6,0,-1,0.0,-1,119,2,9,1,0,0
2,499002001,2004-02-27,4,7,1,2,0.3333333333333333,2,119,2,9,1,0,0
2,499002001,2004-02-27,4,8,0,-1,0.0,-1,119,2,9,1,0,0
2,499002001,2004-02-27,4,9,1,2,0.3333333333333333,2,119,2,9,1,0,0
2,499002001,2004-02-27,4,10,0,-1,0.0,-1,119,2,9,1,0,0
2,499002001,2004-02-27,4,11,0,-1,0.0,-1,119,2,9,1,0,0
2,499002001,2004-02-27,4,12,0,-1,0.0,-1,119,2,9,1,0,0
3,499702001,2004-03-05,4,1,1,-1,0.25,-1,120,1,6,0,1,0
3,499702001,2004-03-05,4,2,1,2,0.25,2,120,1,6,0,0,0
3,499702001,2004-03-05,4,3,0,-1,0.0,-1,120,1,6,0,0,0
3,499702001,2004-03-05,4,4,1,1,0.25,1,120,1,6,0,0,1
3,499702001,2004-03-05,4,5,3,1,0.75,1,120,1,6,0,1,1
3,499702001,2004-03-05,4,6,0,-1,0.0,-1,120,1,6,0,0,0
3,499702001,2004-03-05,4,7,1,3,0.25,3,120,1,6,0,0,0
3,499702001,2004-03-05,4,8,0,-1,0.0,-1,120,1,6,0,0,0
3,499702001,2004-03-05,4,9,1,3,0.25,3,120,1,6,0,0,0
3,499702001,2004-03-05,4,10,0,-1,0.0,-1,120,1,6,0,0,0
3,499702001,2004-03-05,4,11,0,-1,0.0,-1,120,1,6,0,0,0
3,499702001,2004-03-05,4,12,0,-1,0.0,-1,120,1,6,0,0,0
4,500402001,2004-03-12,4,1,1,1,0.2,1,158,3,9,1,0,0
4,500402001,2004-03-12,4,2,1,3,0.2,3,158,3,9,1,0,0
4,500402001,2004-03-12,4,3,0,-1,0.0,-1,158,3,9,1,0,0
4,500402001,2004-03-12,4,4,2,2,0.4,2,158,3,9,1,1,1
4,500402001,2004-03-12,4,5,4,1,0.8,1,158,3,9,1,1,0
4,500402001,2004-03-12,4,6,0,-1,0.0,-1,158,3,9,1,0,0
4,500402001,2004-03-12,4,7,1,4,0.2,4,158,3,9,1,0,0
4,500402001,2004-03-12,4,8,0,-1,0.0,-1,158,3,9,1,0,0
4,500402001,2004-03-12,4,9,1,4,0.2,4,158,3,9,1,0,1
4,500402001,2004-03-12,4,10,0,-1,0.0,-1,158,3,9,1,0,0
4,500402001,2004-03-12,4,11,0,-1,0.0,-1,158,3,9,1,0,0
4,500402001,2004-03-12,4,12,0,-1,0.0,-1,158,3,9,1,0,0
5,501102001,2004-03-19,4,1,1,2,0.16666666666666666,2,193,2,13,1,0,0
5,501102001,2004-03-19,4,2,1,4,0.16666666666666666,4,193,2,13,1,0,1
5,501102001,2004-03-19,4,3,0,-1,0.0,-1,193,2,13,1,0,0
5,501102001,2004-03-19,4,4,3,1,0.5,1,193,2,13,1,1,1
5,501102001,2004-03-19,4,5,4,1,0.6666666666666666,1,193,2,13,1,0,0
5,501102001,2004-03-19,4,6,0,-1,0.0,-1,193,2,13,1,0,0
5,501102001,2004-03-19,4,7,1,5,0.16666666666666666,5,193,2,13,1,0,0
5,501102001,2004-03-19,4,8,0,-1,0.0,-1,193,2,13,1,0,0
5,501102001,2004-03-19,4,9,2,5,0.3333333333333333,5,193,2,13,1,1,0
5,501102001,2004-03-19,4,10,0,-1,0.0,-1,193,2,13,1,0,0
5,501102001,2004-03-19,4,11,0,-1,0.0,-1,193,2,13,1,0,0
5,501102001,2004-03-19,4,12,0,-1,0.0,-1,193,2,13,1,0,0
6,501802001,2004-03-26,4,1,1,3,0.14285714285714285,3,83,2,6,2,0,0
6,501802001,2004-03-26,4,2,2,5,0.2857142857142857,5,83,2,6,2,1,1
6,501802001,2004-03-26,4,3,0,-1,0.0,-1,83,2,6,2,0,0
6,501802001,2004-03-26,4,4,4,1,0.5714285714285714,1,83,2,6,2,1,0
6,501802001,2004-03-26,4,5,4,2,0.5714285714285714,2,83,2,6,2,0,0
6,501802001,2004-03-26,4,6,0,-1,0.0,-1,83,2,6,2,0,0
6,501802001,2004-03-26,4,7,1,6,0.14285714285714285,6,83,2,6,2,0,0
6,501802001,2004-03-26,4,8,0,-1,0.0,-1,83,2,6,2,0,0
6,501802001,2004-03-26,4,9,2,1,0.2857142857142857,1,83,2,6,2,0,1
6,501802001,2004-03-26,4,10,0,-1,0.0,-1,83,2,6,2,0,0
6,501802001,2004-03-26,4,11,0,-1,0.0,-1,83,2,6,2,0,0
6,501802001,2004-03-26,4,12,0,-1,0.0,-1,83,2,6,2,0,0
7,502502001,2004-04-02,4,1,1,4,0.125,4,103,4,11,1,0,0
7,502502001,2004-04-02,4,2,3,1,0.375,1,103,4,11,1,1,1
7,502502001,2004-04-02,4,3,0,-1,0.0,-1,103,4,11,1,0,0
7,502502001,2004-04-02,4,4,4,1,0.5,1,103,4,11,1,0,0
7,502502001,2004-04-02,4,5,4,3,0.5,3,103,4,11,1,0,0
7,502502001,2004-04-02,4,6,0,-1,0.0,-1,103,4,11,1,0,0
7,502502001,2004-04-02,4,7,1,7,0.125,7,103,4,11,1,0,0
7,502502001,2004-04-02,4,8,0,-1,0.0,-1,103,4,11,1,0,1
7,502502001,2004-04-02,4,9,3,2,0.375,2,103,4,11,1,1,0
7,502502001,2004-04-02,4,10,0,-1,0.0,-1,103,4,11,1,0,0
7,502502001,2004-04-02,4,11,0,-1,0.0,-1,103,4,11,1,0,0
7,502502001,2004-04-02,4,12,0,-1,0.0,-1,103,4,11,1,0,0
8,503202001,2004-04-09,4,1,1,5,0.1111111111111111,5,57,2,10,2,0,1
8,503202001,2004-04-09,4,2,4,1,0.4444444444444444,1,57,2,10,2,1,0
8,503202001,2004-04-09,4,3,0,-1,0.0,-1,57,2,10,2,0,1
8,503202001,2004-04-09,4,4,4,2,0.4444444444444444,2,57,2,10,2,0,0
8,503202001,2004-04-09,4,5,4,4,0.4444444444444444,4,57,2,10,2,0,0
8,503202001,2004-04-09,4,6,0,-1,0.0,-1,57,2,10,2,0,0
8,503202001,2004-04-09,4,7,1,8,0.1111111111111111,8,57,2,10,2,0,0
8,503202001,2004-04-09,4,8,1,-1,0.1111111111111111,-1,57,2,10,2,1,0
8,503202001,2004-04-09,4,9,3,1,0.3333333333333333,1,57,2,10,2,0,0
8,503202001,2004-04-09,4,10,0,-1,0.0,-1,57,2,10,2,0,0
8,503202001,2004-04-09,4,11,0,-1,0.0,-1,57,2,10,2,0,0
8,503202001,2004-04-09,4,12,0,-1,0.0,-1,57,2,10,2,0,0
9,503902001,2004-04-16,4,1,2,6,0.2,6,132,3,4,0,1,0
9,503902001,2004-04-16,4,2,4,1,0.4,1,132,3,4,0,0,0
9,503902001,2004-04-16,4,3,1,-1,0.1,-1,132,3,4,0,1,1
9,503902001,2004-04-16,4,4,4,3,0.4,3,132,3,4,0,0,0
9,503902001,2004-04-16,4,5,4,5,0.4,5,132,3,4,0,0,1
9,503902001,2004-04-16,4,6,0,-1,0.0,-1,132,3,4,0,0,0
9,503902001,2004-04-16,4,7,1,9,0.1,9,132,3,4,0,0,0
9,503902001,2004-04-16,4,8,1,1,0.1,1,132,3,4,0,0,0
9,503902001,2004-04-16,4,9,3,2,0.3,2,132,3,4,0,0,0
9,503902001,2004-04-16,4,10,0,-1,0.0,-1,132,3,4,0,0,0
9,503902001,2004-04-16,4,11,0,-1,0.0,-1,132,3,4,0,0,0
9,503902001,2004-04-16,4,12,0,-1,0.0,-1,132,3,4,0,0,0
10,504602001,2004-04-23,4,1,2,1,0.18181818181818182,1,131,2,8,0,0,0
10,504602001,2004-04-23,4,2,4,2,0.36363636363636365,2,131,2,8,0,0,0
10,504602001,2004-04-23,4,3,2,1,0.18181818181818182,1,131,2,8,0,1,0
10,504602001,2004-04-23,4,4,4,4,0.36363636363636365,4,131,2,8,0,0,0
10,504602001,2004-04-23,4,5,5,6,0.45454545454545453,6,131,2,8,0,1,0
10,504602001,2004-04-23,4,6,0,-1,0.0,-1,131,2,8,0,0,1
10,504602001,2004-04-23,4,7,1,10,0.09090909090909091,10,131,2,8,0,0,1
10,504602001,2004-04-23,4,8,1,2,0.09090909090909091,2,131,2,8,0,0,0
10,504602001,2004-04-23,4,9,3,3,0.2727272727272727,3,131,2,8,0,0,0
10,504602001,2004-04-23,4,10,0,-1,0.0,-1,131,2,8,0,0,0
10,504602001,2004-04-23,4,11,0,-1,0.0,-1,131,2,8,0,0,0
10,504602001,2004-04-23,4,12,0,-1,0.0,-1,131,2,8,0,0,0
11,505302001,2004-04-30,4,1,2,2,0.16666666666666666,2,77,2,13,1,0,1
11,505302001,2004-04-30,4,2,4,3,0.3333333333333333,3,77,2,13,1,0,0
11,505302001,2004-04-30,4,3,2,1,0.16666666666666666,1,77,2,13,1,0,0
11,505302001,2004-04-30,4,4,4,5,0.3333333333333333,5,77,2,13,1,0,0
11,505302001,2004-04-30,4,5,5,1,0.4166666666666667,1,77,2,13,1,0,1
11,505302001,2004-04-30,4,6,1,-1,0.08333333333333333,-1,77,2,13,1,1,0
11,505302001,2004-04-30,4,7,2,11,0.16666666666666666,11,77,2,13,1,1,0
11,505302001,2004-04-30,4,8,1,3,0.08333333333333333,3,77,2,13,1,0,0
11,505302001,2004-04-30,4,9,3,4,0.25,4,77,2,13,1,0,0
11,505302001,2004-04-30,4,10,0,-1,0.0,-1,77,2,13,1,0,0
11,505302001,2004-04-30,4,11,0,-1,0.0,-1,77,2,13,1,0,0
11,505302001,2004-04-30,4,12,0,-1,0.0,-1,77,2,13,1,0,0
12,506002001,2004-05-07,4,1,3,3,0.23076923076923078,3,126,3,6,0,1,0
12,506002001,2004-05-07,4,2,4,4,0.3076923076923077,4,126,3,6,0,0,1
12,506002001,2004-05-07,4,3,2,2,0.15384615384615385,2,126,3,6,0,0,0
12,506002001,2004-05-07,4,4,4,6,0.3076923076923077,6,126,3,6,0,0,0
12,506002001,2004-05-07,4,5,6,2,0.46153846153846156,2,126,3,6,0,1,0
12,506002001,2004-05-07,4,6,1,1,0.07692307692307693,1,126,3,6,0,0,1
12,506002001,2004-05-07,4,7,2,1,0.15384615384615385,1,126,3,6,0,0,0
12,506002001,2004-05-07,4,8,1,4,0.07692307692307693,4,126,3,6,0,0,0
12,506002001,2004-05-07,4,9,3,5,0.23076923076923078,5,126,3,6,0,0,0
12,506002001,2004-05-07,4,10,0,-1,0.0,-1,126,3,6,0,0,0
12,506002001,2004-05-07,4,11,0,-1,0.0,-1,126,3,6,0,0,0
12,506002001,2004-05-07,4,12,0,-1,0.0,-1,126,3,6,0,0,0
13,506702001,2004-05-14,4,1,3,1,0.21428571428571427,1,96,1,8,2,0,0
13,506702001,2004-05-14,4,2,5,5,0.35714285714285715,5,96,1,8,2,1,0
13,506702001,2004-05-14,4,3,2,3,0.14285714285714285,3,96,1,8,2,0,0
13,506702001,2004-05-14,4,4,4,7,0.2857142857142857,7,96,1,8,2,0,1
13,506702001,2004-05-14,4,5,6,1,0.42857142857142855,1,96,1,8,2,0,0
13,506702001,2004-05-14,4,6,2,2,0.14285714285714285,2,96,1,8,2,1,0
13,506702001,2004-05-14,4,7,2,2,0.14285714285714285,2,96,1,8,2,0,0
13,506702001,2004-05-14,4,8,1,5,0.07142857142857142,5,96,1,8,2,0,0
13,506702001,2004-05-14,4,9,3,6,0.21428571428571427,6,96,1,8,2,0,1
13,506702001,2004-05-14,4,10,0,-1,0.0,-1,96,1,8,2,0,0
13,506702001,2004-05-14,4,11,0,-1,0.0,-1,96,1,8,2,0,0
13,506702001,2004-05-14,4,12,0,-1,0.0,-1,96,1,8,2,0,0
14,507402001,2004-05-21,4,1,3,2,0.2,2,169,0,13,1,0,0
14,507402001,2004-05-21,4,2,5,1,0.3333333333333333,1,169,0,13,1,0,0
14,507402001,2004-05-21,4,3,2,4,0.13333333333333333,4,169,0,13,1,0,0
14,507402001,2004-05-21,4,4,5,8,0.3333333333333333,8,169,0,13,1,1,0
14,507402001,2004-05-21,4,5,6,2,0.4,2,169,0,13,1,0,1
14,507402001,2004-05-21,4,6,2,1,0.13333333333333333,1,169,0,13,1,0,1
14,507402001,2004-05-21,4,7,2,3,0.13333333333333333,3,169,0,13,1,0,0
14,507402001,2004-05-21,4,8,1,6,0.06666666666666667,6,169,0,13,1,0,0
14,507402001,2004-05-21,4,9,4,7,0.26666666666666666,7,169,0,13,1,1,0
14,507402001,2004-05-21,4,10,0,-1,0.0,-1,169,0,13,1,0,0
14,507402001,2004-05-21,4,11,0,-1,0.0,-1,169,0,13,1,0,0
14,507402001,2004-05-21,4,12,0,-1,0.0,-1,169,0,13,1,0,0
15,508102001,2004-05-28,4,1,3,3,0.1875,3,137,2,11,1,0,0
15,508102001,2004-05-28,4,2,5,2,0.3125,2,137,2,11,1,0,0
15,508102001,2004-05-28,4,3,2,5,0.125,5,137,2,11,1,0,1
15,508102001,2004-05-28,4,4,5,1,0.3125,1,137,2,11,1,0,0
15,508102001,2004-05-28,4,5,7,3,0.4375,3,137,2,11,1,1,0
15,508102001,2004-05-28,4,6,3,2,0.1875,2,137,2,11,1,1,0
15,508102001,2004-05-28,4,7,2,4,0.125,4,137,2,11,1,0,1
15,508102001,2004-05-28,4,8,1,7,0.0625,7,137,2,11,1,0,0
15,508102001,2004-05-28,4,9,4,1,0.25,1,137,2,11,1,0,0
15,508102001,2004-05-28,4,10,0,-1,0.0,-1,137,2,11,1,0,0
15,508102001,2004-05-28,4,11,0,-1,0.0,-1,137,2,11,1,0,0
15,508102001,2004-05-28,4,12,0,-1,0.0,-1,137,2,11,1,0,0
16,508802001,2004-06-04,4,1,3,4,0.17647058823529413,4,139,2,10,0,0,1
16,508802001,2004-06-04,4,2,5,3,0.29411764705882354,3,139,2,10,0,0,0
16,508802001,2004-06-04,4,3,3,6,0.17647058823529413,6,139,2,10,0,1,0
16,508802001,2004-06-04,4,4,5,2,0.29411764705882354,2,139,2,10,0,0,0
16,508802001,2004-06-04,4,5,7,1,0.4117647058823529,1,139,2,10,0,0,0
16,508802001,2004-06-04,4,6,3,1,0.17647058823529413,1,139,2,10,0,0,0
16,508802001,2004-06-04,4,7,3,5,0.17647058823529413,5,139,2,10,0,1,1
16,508802001,2004-06-04,4,8,1,8,0.058823529411764705,8,139,2,10,0,0,0
16,508802001,2004-06-04,4,9,4,2,0.23529411764705882,2,139,2,10,0,0,0
16,508802001,2004-06-04,4,10,0,-1,0.0,-1,139,2,10,0,0,0
16,508802001,2004-06-04,4,11,0,-1,0.0,-1,139,2,10,0,0,0
16,508802001,2004-06-04,4,12,0,-1,0.0,-1,139,2,10,0,0,0
17,509502001,2004-06-11,4,1,4,5,0.2222222222222222,5,74,3,8,0,1,0
17,509502001,2004-06-11,4,2,5,4,0.2777777777777778,4,74,3,8,0,0,1
17,509502001,2004-06-11,4,3,3,1,0.16666666666666666,1,74,3,8,0,0,0
17,509502001,2004-06-11,4,4,5,3,0.2777777777777778,3,74,3,8,0,0,0
17,509502001,2004-06-11,4,5,7,2,0.3888888888888889,2,74,3,8,0,0,0
17,509502001,2004-06-11,4,6,3,2,0.16666666666666666,2,74,3,8,0,0,1
17,509502001,2004-06-11,4,7,4,1,0.2222222222222222,1,74,3,8,0,1,0
17,509502001,2004-06-11,4,8,1,9,0.05555555555555555,9,74,3,8,0,0,0
17,509502001,2004-06-11,4,9,4,3,0.2222222222222222,3,74,3,8,0,0,0
17,509502001,2004-06-11,4,10,0,-1,0.0,-1,74,3,8,0,0,0
17,509502001,2004-06-11,4,11,0,-1,0.0,-1,74,3,8,0,0,0
17,509502001,2004-06-11,4,12,0,-1,0.0,-1,74,3,8,0,0,0
18,510202001,2004-06-18,4,1,4,1,0.21052631578947367,1,136,3,8,2,0,1
18,510202001,2004-06-18,4,2,6,5,0.3157894736842105,5,136,3,8,2,1,1
18,510202001,2004-06-18,4,3,3,2,0.15789473684210525,2,136,3,8,2,0,0
18,510202001,2004-06-18,4,4,5,4,0.2631578947368421,4,136,3,8,2,0,0
18,510202001,2004-06-18,4,5,7,3,0.3684210526315789,3,136,3,8,2,0,0
18,510202001,2004-06-18,4,6,4,3,0.21052631578947367,3,136,3,8,2,1,0
18,510202001,2004-06-18,4,7,4,1,0.21052631578947367,1,136,3,8,2,0,0
18,510202001,2004-06-18,4,8,1,10,0.05263157894736842,10,136,3,8,2,0,0
18,510202001,2004-06-18,4,9,4,4,0.21052631578947367,4,136,3,8,2,0,0
18,510202001,2004-06-18,4,10,0,-1,0.0,-1,136,3,8,2,0,0
18,510202001,2004-06-18,4,11,0,-1,0.0,-1,136,3,8,2,0,0
18,510202001,2004-06-18,4,12,0,-1,0.0,-1,136,3,8,2,0,0
19,510902001,2004-06-25,4,1,5,2,0.25,2,123,2,3,1,1,1
19,510902001,2004-06-25,4,2,7,1,0.35,1,123,2,3,1,1,0
19,510902001,2004-06-25,4,3,3,3,0.15,3,123,2,3,1,0,1
19,510902001,2004-06-25,4,4,5,5,0.25,5,123,2,3,1,0,0
19,510902001,2004-06-25,4,5,7,4,0.35,4,123,2,3,1,0,0
19,510902001,2004-06-25,4,6,4,1,0.2,1,123,2,3,1,0,0
19,510902001,2004-06-25,4,7,4,2,0.2,2,123,2,3,1,0,0
19,510902001,2004-06-25,4,8,1,11,0.05,11,123,2,3,1,0,0
19,510902001,2004-06-25,4,9,4,5,0.2,5,123,2,3,1,0,0
19,510902001,2004-06-25,4,10,0,-1,0.0,-1,123,2,3,1,0,0
19,510902001,2004-06-25,4,11,0,-1,0.0,-1,123,2,3,1,0,0
19,510902001,2004-06-25,4,12,0,-1,0.0,-1,123,2,3,1,0,0
20,511602001,2004-07-02,4,1,6,1,0.2857142857142857,1,113,4,4,0,1,0
20,511602001,2004-07-02,4,2,7,1,0.3333333333333333,1,113,4,4,0,0,0
20,511602001,2004-07-02,4,3,4,4,0.19047619047619047,4,113,4,4,0,1,0
20,511602001,2004-07-02,4,4,5,6,0.23809523809523808,6,113,4,4,0,0,0
20,511602001,2004-07-02,4,5,7,5,0.3333333333333333,5,113,4,4,0,0,0
20,511602001,2004-07-02,4,6,4,2,0.19047619047619047,2,113,4,4,0,0,0
20,511602001,2004-07-02,4,7,4,3,0.19047619047619047,3,113,4,4,0,0,0
20,511602001,2004-07-02,4,8,1,12,0.047619047619047616,12,113,4,4,0,0,1
20,511602001,2004-07-02,4,9,4,6,0.19047619047619047,6,113,4,4,0,0,1
20,511602001,2004-07-02,4,10,0,-1,0.0,-1,113,4,4,0,0,0
20,511602001,2004-07-02,4,11,0,-1,0.0,-1,113,4,4,0,0,0
20,511602001,2004-07-02,4,12,0,-1,0.0,-1,113,4,4,0,0,0
21,512302001,2004-07-09,4,1,6,1,0.2727272727272727,1,82,3,17,1,0,0
21,512302001,2004-07-09,4,2,7,2,0.3181818181818182,2,82,3,17,1,0,0
21,512302001,2004-07-09,4,3,4,1,0.18181818181818182,1,82,3,17,1,0,0
21,512302001,2004-07-09,4,4,5,7,0.22727272727272727,7,82,3,17,1,0,0
21,512302001,2004-07-09,4,5,7,6,0.3181818181818182,6,82,3,17,1,0,1
21,512302001,2004-07-09,4,6,4,3,0.18181818181818182,3,82,3,17,1,0,0
21,512302001,2004-07-09,4,7,4,4,0.18181818181818182,4,82,3,17,1,0,0
21,512302001,2004-07-09,4,8,2,13,0.09090909090909091,13,82,3,17,1,1,1
21,512302001,2004-07-09,4,9,5,7,0.22727272727272727,7,82,3,17,1,1,0
21,512302001,2004-07-09,4,10,0,-1,0.0,-1,82,3,17,1,0,0
21,512302001,2004-07-09,4,11,0,-1,0.0,-1,82,3,17,1,0,0
21,512302001,2004-07-09,4,12,0,-1,0.0,-1,82,3,17,1,0,0
22,513002001,2004-07-16,4,1,6,2,0.2608695652173913,2,169,4,13,1,0,0
22,513002001,2004-07-16,4,2,7,3,0.30434782608695654,3,169,4,13,1,0,0
22,513002001,2004-07-16,4,3,4,2,0.17391304347826086,2,169,4,13,1,0,1
22,513002001,2004-07-16,4,4,5,8,0.21739130434782608,8,169,4,13,1,0,0
22,513002001,2004-07-16,4,5,8,7,0.34782608695652173,7,169,4,13,1,1,0
22,513002001,2004-07-16,4,6,4,4,0.17391304347826086,4,169,4,13,1,0,0
22,513002001,2004-07-16,4,7,4,5,0.17391304347826086,5,169,4,13,1,0,0
22,513002001,2004-07-16,4,8,3,1,0.13043478260869565,1,169,4,13,1,1,1
22,513002001,2004-07-16,4,9,5,1,0.21739130434782608,1,169,4,13,1,0,0
22,513002001,2004-07-16,4,10,0,-1,0.0,-1,169,4,13,1,0,0
22,513002001,2004-07-16,4,11,0,-1,0.0,-1,169,4,13,1,0,0
22,513002001,2004-07-16,4,12,0,-1,0.0,-1,169,4,13,1,0,0
23,513702001,2004-07-23,4,1,6,3,0.25,3,109,2,11,1,0,1
23,513702001,2004-07-23,4,2,7,4,0.2916666666666667,4,109,2,11,1,0,0
23,513702001,2004-07-23,4,3,5,3,0.20833333333333334,3,109,2,11,1,1,0
23,513702001,2004-07-23,4,4,5,9,0.20833333333333334,9,109,2,11,1,0,0
23,513702001,2004-07-23,4,5,8,1,0.3333333333333333,1,109,2,11,1,0,0
23,513702001,2004-07-23,4,6,4,5,0.16666666666666666,5,109,2,11,1,0,1
23,513702001,2004-07-23,4,7,4,6,0.16666666666666666,6,109,2,11,1,0,0
23,513702001,2004-07-23,4,8,4,1,0.16666666666666666,1,109,2,11,1,1,0
23,513702001,2004-07-23,4,9,5,2,0.20833333333333334,2,109,2,11,1,0,0
23,513702001,2004-07-23,4,10,0,-1,0.0,-1,109,2,11,1,0,0
23,513702001,2004-07-23,4,11,0,-1,0.0,-1,109,2,11,1,0,0
23,513702001,2004-07-23,4,12,0,-1,0.0,-1,109,2,11,1,0,0
24,514402001,2004-07-30,4,1,7,4,0.28,4,125,2,7,1,1,0
24,514402001,2004-07-30,4,2,7,5,0.28,5,125,2,7,1,0,0
24,514402001,2004-07-30,4,3,5,1,0.2,1,125,2,7,1,0,0
24,514402001,2004-07-30,4,4,5,10,0.2,10,125,2,7,1,0,0
24,514402001,2004-07-30,4,5,8,2,0.32,2,125,2,7,1,0,1
24,514402001,2004-07-30,4,6,5,6,0.2,6,125,2,7,1,1,1
24,514402001,2004-07-30,4,7,4,7,0.16,7,125,2,7,1,0,0
24,514402001,2004-07-30,4,8,4,1,0.16,1,125,2,7,1,0,0
24,514402001,2004-07-30,4,9,5,3,0.2,3,125,2,7,1,0,0
24,514402001,2004-07-30,4,10,0,-1,0.0,-1,125,2,7,1,0,0
24,514402001,2004-07-30,4,11,0,-1,0.0,-1,125,2,7,1,0,0
24,514402001,2004-07-30,4,12,0,-1,0.0,-1,125,2,7,1,0,0
25,515102001,2004-08-06,4,1,7,1,0.2692307692307692,1,123,2,11,1,0,0
25,515102001,2004-08-06,4,2,7,6,0.2692307692307692,6,123,2,11,1,0,0
25,515102001,2004-08-06,4,3,5,2,0.19230769230769232,2,123,2,11,1,0,0
25,515102001,2004-08-06,4,4,5,11,0.19230769230769232,11,123,2,11,1,0,0
25,515102001,2004-08-06,4,5,9,3,0.34615384615384615,3,123,2,11,1,1,1
25,515102001,2004-08-06,4,6,6,1,0.23076923076923078,1,123,2,11,1,1,0
25,515102001,2004-08-06,4,7,4,8,0.15384615384615385,8,123,2,11,1,0,0
25,515102001,2004-08-06,4,8,4,2,0.15384615384615385,2,123,2,11,1,0,1
25,515102001,2004-08-06,4,9,5,4,0.19230769230769232,4,123,2,11,1,0,0
25,515102001,2004-08-06,4,10,0,-1,0.0,-1,123,2,11,1,0,0
25,515102001,2004-08-06,4,11,0,-1,0.0,-1,123,2,11,1,0,0
25,515102001,2004-08-06,4,12,0,-1,0.0,-1,123,2,11,1,0,0
26,515802001,2004-08-13,4,1,7,2,0.25925925925925924,2,181,2,13,1,0,0
26,515802001,2004-08-13,4,2,7,7,0.25925925925925924,7,181,2,13,1,0,0
26,515802001,2004-08-13,4,3,5,3,0.18518518518518517,3,181,2,13,1,0,0
26,515802001,2004-08-13,4,4,5,12,0.18518518518518517,12,181,2,13,1,0,0
26,515802001,2004-08-13,4,5,10,1,0.37037037037037035,1,181,2,13,1,1,0
26,515802001,2004-08-13,4,6,6,1,0.2222222222222222,1,181,2,13,1,0,1
26,515802001,2004-08-13,4,7,4,9,0.14814814814814814,9,181,2,13,1,0,0
26,515802001,2004-08-13,4,8,5,3,0.18518518518518517,3,181,2,13,1,1,1
26,515802001,2004-08-13,4,9,5,5,0.18518518518518517,5,181,2,13,1,0,0
26,515802001,2004-08-13,4,10,0,-1,0.0,-1,181,2,13,1,0,0
26,515802001,2004-08-13,4,11,0,-1,0.0,-1,181,2,13,1,0,0
26,515802001,2004-08-13,4,12,0,-1,0.0,-1,181,2,13,1,0,0
27,516502001,2004-08-20,4,1,7,3,0.25,3,87,2,14,2,0,1
27,516502001,2004-08-20,4,2,7,8,0.25,8,87,2,14,2,0,0
27,516502001,2004-08-20,4,3,5,4,0.17857142857142858,4,87,2,14,2,0,0
27,516502001,2004-08-20,4,4,5,13,0.17857142857142858,13,87,2,14,2,0,0
27,516502001,2004-08-20,4,5,10,1,0.35714285714285715,1,87,2,14,2,0,0
27,516502001,2004-08-20,4,6,7,2,0.25,2,87,2,14,2,1,0
27,516502001,2004-08-20,4,7,4,10,0.14285714285714285,10,87,2,14,2,0,0
